Anime ID,Title,Producers,Streaming Platform,Genre,Type,Studio,Source,A/R Ratings
259499,Security data,Kadokawa,YouTube PremiumFunimationDisney+,MysterySupernatural,OVA,Madhouse,Light Novel,R
259511,Also ball,Kodansha,NetflixHBO Max,Sci-FiDrama,TV,Ufotable,Manga,R
259533,Science style coach,"Aniplex, Shueisha",NetflixFunimationCrunchyroll,Slice of Life,TV,Wit Studio,Webtoon,PG
259627,Miss production style goal,Kadokawa,Disney+NetflixCrunchyroll,MysteryFantasyHorror,OVA,MAPPA,Webtoon,G
259654,Base reason,"Shueisha, Bandai Namco",Apple TV+,SupernaturalHorrorAdventure,TV,A-1 Pictures,Visual Novel,PG-13
259678,His owner should,Aniplex,TubiVRVDisney+,RomanceHorrorSlice of Life,OVA,Toei Animation,Original,PG-13
259699,Level process our,Kodansha,CrunchyrollHulu,AdventureDramaSupernatural,Special,Kyoto Animation,Original,PG-13
259771,Though special quickly,Aniplex,Disney+,MysteryComedyAdventure,TV,Madhouse,Webtoon,PG
259786,I meet total,"Aniplex, TV Tokyo",HuluHBO Max,ActionComedySci-Fi,ONA,A-1 Pictures,Game,PG
259807,Available change,"Kodansha, Aniplex",HuluHBO Max,DramaRomanceMystery,ONA,Sunrise,Light Novel,PG-13
259809,Big main,TV Tokyo,Apple TV+Disney+,DramaHorrorComedy,OVA,Madhouse,Webtoon,PG
259950,Story where,Aniplex,VRVDisney+,HorrorDramaAction,ONA,A-1 Pictures,Game,PG
259954,Science hard week,Kadokawa,Disney+Amazon PrimeHBO Max,MysteryRomance,Special,Kyoto Animation,Light Novel,PG-13
259964,Notice ground west,"Shueisha, Kadokawa",HuluDisney+,HorrorMystery,ONA,Bones,Original,G
260090,Police figure page tell,"Kodansha, Kadokawa",Funimation,Supernatural,OVA,Ufotable,Webtoon,PG-13
260142,Create country for,"Kadokawa, Kodansha",Amazon Prime,Adventure,OVA,Madhouse,Visual Novel,R
260178,Assume PM usually,Kadokawa,Amazon PrimeCrunchyroll,FantasyActionDrama,ONA,Sunrise,Visual Novel,R
260185,Visit though require,"Aniplex, Kodansha",VRV,HorrorMystery,TV,Wit Studio,Webtoon,G
260229,Call sort,"Aniplex, TV Tokyo",Amazon Prime,Sci-FiHorror,OVA,A-1 Pictures,Webtoon,PG
260235,Voice eye team minute,"Bandai Namco, Kodansha",NetflixTubiVRV,Comedy,Special,Bones,Original,PG
260265,Where consider chance,"Kodansha, Bandai Namco",VRV,ComedyMysterySupernatural,ONA,Bones,Light Novel,G
260268,Black foot,"TV Tokyo, Kodansha",HBO MaxVRVYouTube Premium,Slice of LifeMysterySupernatural,TV,Sunrise,Visual Novel,PG-13
260373,City example,"Kodansha, Bandai Namco",HuluAmazon PrimeNetflix,DramaHorrorAdventure,TV,Ufotable,Webtoon,PG-13
260399,Us know,"Kodansha, Shueisha",HuluAmazon Prime,Mystery,OVA,J.C.Staff,Manga,PG-13
260521,Than assume,Aniplex,HuluCrunchyrollFunimation,FantasySlice of LifeSci-Fi,Special,Bones,Game,PG-13
260574,Then question meeting,TV Tokyo,HBO MaxFunimationYouTube Premium,Slice of Life,ONA,Wit Studio,Game,PG
260790,Crime expect,"Bandai Namco, Shueisha",Apple TV+,Slice of Life,OVA,Madhouse,Manga,PG
260821,Situation situation film,"Shueisha, Bandai Namco",CrunchyrollAmazon PrimeVRV,Sci-Fi,Special,A-1 Pictures,Original,G
260828,Part throw blood,Kadokawa,NetflixHBO Max,Fantasy,Special,Kyoto Animation,Original,PG
260837,Product price,TV Tokyo,Amazon Prime,Sci-FiMysteryAction,ONA,Ufotable,Original,G
260845,Money edge language,"Kadokawa, Kodansha",FunimationTubi,Supernatural,OVA,Ufotable,Light Novel,G
260860,Rest rise,Kadokawa,VRVHBO Max,ActionMystery,ONA,Toei Animation,Visual Novel,R
260863,Door significant every,"TV Tokyo, Aniplex",HBO MaxFunimation,Action,TV,Kyoto Animation,Visual Novel,R
260874,Down five indicate,"Aniplex, Kadokawa",Tubi,ActionMystery,TV,Madhouse,Webtoon,G
260877,Because bit,Kadokawa,VRVHBO MaxDisney+,RomanceComedyMystery,OVA,Toei Animation,Visual Novel,PG
260899,Meeting sport goal,"Bandai Namco, Kadokawa",HuluNetflixVRV,HorrorAction,Special,Madhouse,Game,PG-13
260903,Positive stuff wind plant,"Shueisha, Kadokawa",HuluYouTube Premium,Sci-Fi,TV,Wit Studio,Visual Novel,PG
260904,Add child,Kadokawa,HuluVRVCrunchyroll,FantasySlice of LifeMystery,Special,A-1 Pictures,Visual Novel,G
260905,Buy majority,"TV Tokyo, Shueisha",TubiVRVApple TV+,HorrorAdventureSlice of Life,Special,A-1 Pictures,Visual Novel,PG
260943,Draw box race,Kadokawa,VRV,Supernatural,Special,Sunrise,Light Novel,PG-13
260985,Term school responsibility,"Bandai Namco, Kodansha",Apple TV+,Romance,ONA,A-1 Pictures,Webtoon,G
261157,Mother people air,"Bandai Namco, Kadokawa",TubiDisney+,AdventureDrama,TV,A-1 Pictures,Visual Novel,PG-13
261339,My talk deal,"Kodansha, TV Tokyo",HuluVRVDisney+,ActionRomanceFantasy,ONA,Toei Animation,Light Novel,PG
261355,Voice season,TV Tokyo,CrunchyrollApple TV+,AdventureActionRomance,Special,MAPPA,Game,G
261413,Individual try,Kadokawa,Crunchyroll,DramaHorrorSupernatural,Special,MAPPA,Light Novel,R
261426,Popular agreement,Kadokawa,Funimation,FantasyAdventure,Special,Kyoto Animation,Original,R
261511,Moment charge,"Aniplex, Shueisha",Crunchyroll,Romance,TV,J.C.Staff,Light Novel,G
261513,Avoid civil,"Shueisha, Kadokawa",HBO MaxFunimationApple TV+,FantasySupernatural,Special,Ufotable,Light Novel,R
261621,Image unit,Aniplex,YouTube Premium,SupernaturalDramaAdventure,TV,Sunrise,Game,PG
261704,Support himself hour,"Aniplex, Kodansha",YouTube PremiumDisney+,AdventureComedy,Special,Kyoto Animation,Webtoon,G
261722,On manage material,"Aniplex, Bandai Namco",Amazon Prime,HorrorAction,OVA,Wit Studio,Original,PG-13
261755,High choice civil,Aniplex,NetflixApple TV+,Comedy,TV,Ufotable,Game,PG
261863,Ability court think,TV Tokyo,FunimationYouTube PremiumDisney+,ComedyFantasy,OVA,Ufotable,Webtoon,PG
261864,Carry pass executive,"Aniplex, Bandai Namco",CrunchyrollDisney+Tubi,MysterySci-FiRomance,TV,MAPPA,Webtoon,PG-13
261911,Offer apply,Aniplex,HuluApple TV+Amazon Prime,Slice of LifeSci-FiSupernatural,Special,Wit Studio,Game,PG-13
262003,Beautiful tree already resource,Shueisha,Disney+Amazon Prime,ActionFantasy,TV,Toei Animation,Light Novel,PG
262031,Early card finish,"Bandai Namco, Aniplex",Apple TV+YouTube PremiumTubi,MysteryDramaAction,OVA,Kyoto Animation,Visual Novel,PG
262084,Girl sound,"Kodansha, Kadokawa",Netflix,SupernaturalFantasyAction,OVA,Sunrise,Manga,G
262131,Republican interest stuff,"Aniplex, Kadokawa",HBO MaxYouTube Premium,Sci-FiDrama,TV,MAPPA,Game,PG
262196,Score test treat,"Kadokawa, Shueisha",HBO Max,ActionSupernatural,TV,Madhouse,Game,PG
262283,Door indicate value eye,Bandai Namco,Crunchyroll,Sci-Fi,OVA,J.C.Staff,Webtoon,PG-13
262446,Series air apply,Shueisha,HBO MaxDisney+Funimation,Sci-FiSupernatural,TV,A-1 Pictures,Webtoon,PG
262485,Town indicate seek,Aniplex,FunimationHuluApple TV+,Drama,Special,J.C.Staff,Game,R
262497,Drive mind per,TV Tokyo,HBO MaxTubiYouTube Premium,Mystery,ONA,Toei Animation,Visual Novel,G
262558,Into industry town,"Aniplex, Kodansha",Disney+Amazon PrimeVRV,Slice of Life,OVA,J.C.Staff,Visual Novel,PG-13
262590,Close focus evidence,"Shueisha, Bandai Namco",NetflixAmazon PrimeVRV,FantasySci-FiRomance,TV,Wit Studio,Game,G
262622,Remain value read,"Kadokawa, Aniplex",Apple TV+,MysteryRomance,OVA,Toei Animation,Visual Novel,G
262669,Strong box add ground,Bandai Namco,HBO MaxNetflix,Adventure,TV,Sunrise,Game,G
262885,Box say,"Bandai Namco, Aniplex",TubiDisney+HBO Max,AdventureFantasySupernatural,TV,Wit Studio,Light Novel,PG
262906,Defense style,Bandai Namco,YouTube Premium,FantasySlice of Life,Special,Toei Animation,Light Novel,G
262929,Vote win significant thing,"Bandai Namco, Kadokawa",HuluNetflix,Mystery,ONA,Sunrise,Light Novel,PG-13
263000,Interesting drop,Bandai Namco,TubiHuluAmazon Prime,FantasyRomanceMystery,ONA,Toei Animation,Game,PG-13
263033,Animal happy within,"Shueisha, TV Tokyo",FunimationApple TV+Disney+,HorrorRomance,TV,Madhouse,Game,G
263066,Half weight experience,"Bandai Namco, Aniplex",Apple TV+HBO MaxYouTube Premium,Fantasy,ONA,Kyoto Animation,Visual Novel,G
263235,To particularly,Aniplex,Tubi,Mystery,Special,Kyoto Animation,Visual Novel,R
263248,Go case,"TV Tokyo, Aniplex",YouTube PremiumDisney+Hulu,Drama,TV,Wit Studio,Visual Novel,PG-13
263265,Herself car single part,"TV Tokyo, Kadokawa",Disney+TubiHulu,Romance,ONA,Ufotable,Game,PG
263297,Win mean,"Kadokawa, Aniplex",HBO Max,Sci-FiFantasyAdventure,OVA,Ufotable,Webtoon,G
263318,Or let right,"Kadokawa, Shueisha",Disney+,Slice of Life,TV,Kyoto Animation,Manga,PG
263348,Treat research,"Shueisha, Kadokawa",NetflixCrunchyrollAmazon Prime,HorrorDrama,ONA,Sunrise,Visual Novel,PG-13
263476,Oil news,Kadokawa,Apple TV+HBO MaxFunimation,MysteryComedySlice of Life,TV,Toei Animation,Original,PG
263543,Development thing,Aniplex,FunimationHulu,Action,ONA,Toei Animation,Original,PG
263559,Remain whole stand,"Kadokawa, Shueisha",HBO MaxNetflixAmazon Prime,SupernaturalRomance,OVA,Sunrise,Game,PG-13
263639,Real thought,Bandai Namco,Funimation,AdventureFantasyDrama,TV,J.C.Staff,Game,PG
263686,Be property,Shueisha,NetflixDisney+YouTube Premium,ComedyMystery,ONA,A-1 Pictures,Game,PG-13
263708,Two item everything,Bandai Namco,YouTube PremiumDisney+Crunchyroll,RomanceMysteryHorror,OVA,Wit Studio,Manga,PG-13
263719,Mr home,Kodansha,CrunchyrollTubi,Slice of LifeSci-Fi,Special,J.C.Staff,Light Novel,PG
263862,Series anything pattern,"Kadokawa, Kodansha",HBO MaxYouTube Premium,ActionRomance,ONA,Toei Animation,Visual Novel,R
263954,Wife property,Aniplex,Hulu,Sci-Fi,OVA,Sunrise,Webtoon,R
264028,Name best network,Kadokawa,Funimation,Adventure,TV,Sunrise,Manga,G
264102,Conference run,"Bandai Namco, Kodansha",YouTube PremiumTubiHBO Max,ActionSci-FiSupernatural,OVA,Bones,Game,PG-13
264216,Day rich,"Shueisha, Bandai Namco",Amazon PrimeFunimation,Drama,Special,A-1 Pictures,Manga,PG-13
264220,Everyone letter,Bandai Namco,YouTube PremiumCrunchyroll,Fantasy,Special,Toei Animation,Light Novel,PG
264229,Tax different under,"TV Tokyo, Kodansha",HuluAmazon PrimeVRV,Comedy,ONA,Madhouse,Webtoon,R
264256,For lawyer,"Kodansha, Aniplex",HuluFunimation,Sci-FiSupernatural,ONA,J.C.Staff,Webtoon,PG-13
264272,Him firm,"TV Tokyo, Kodansha",HBO MaxYouTube Premium,HorrorComedy,OVA,Toei Animation,Original,PG
264279,Economic brother their,Bandai Namco,Disney+VRV,DramaMysteryComedy,ONA,Wit Studio,Original,R
264292,Crime real my,Bandai Namco,Tubi,MysteryHorror,ONA,J.C.Staff,Game,PG
264305,Serve a life,TV Tokyo,CrunchyrollDisney+,Slice of LifeAction,TV,J.C.Staff,Light Novel,PG
264323,Dark wind themselves,"Aniplex, Shueisha",Apple TV+,Mystery,Special,Toei Animation,Webtoon,R
264360,Others billion sound,"Bandai Namco, Kadokawa",NetflixCrunchyrollTubi,ComedyFantasy,ONA,Sunrise,Game,PG-13
264407,Side people,Bandai Namco,VRV,Horror,OVA,Sunrise,Light Novel,G
264411,Price build religious Mrs,"Kadokawa, Bandai Namco",CrunchyrollApple TV+Disney+,SupernaturalAdventureAction,TV,Toei Animation,Manga,PG
264421,Carry site finally,"Bandai Namco, Shueisha",FunimationHulu,Slice of LifeFantasy,TV,Sunrise,Visual Novel,PG
264491,Degree visit no,Shueisha,Funimation,MysteryDramaFantasy,OVA,Ufotable,Game,R
264524,Break shake dog,TV Tokyo,Hulu,FantasySlice of Life,ONA,A-1 Pictures,Visual Novel,PG-13
264574,Hand heart only how,"Kodansha, Aniplex",YouTube PremiumTubiHBO Max,ActionAdventure,ONA,Toei Animation,Original,PG
264602,Energy save education response,Bandai Namco,HuluApple TV+YouTube Premium,Fantasy,TV,Wit Studio,Game,R
264616,Him another occur a,Aniplex,VRVAmazon PrimeNetflix,Slice of LifeAction,OVA,Madhouse,Visual Novel,R
264639,Happen stock role,"Shueisha, Bandai Namco",FunimationCrunchyroll,ComedyDrama,ONA,Sunrise,Visual Novel,PG-13
264652,Reach central expert,"Shueisha, Aniplex",Disney+,Slice of Life,ONA,Ufotable,Original,PG
264677,Explain list church,"TV Tokyo, Kodansha",Apple TV+HBO Max,ComedyAction,OVA,Ufotable,Webtoon,PG-13
264813,Increase item about,TV Tokyo,HBO Max,Slice of LifeRomance,Special,A-1 Pictures,Webtoon,R
264908,Feeling get type,"Shueisha, Bandai Namco",YouTube PremiumAmazon PrimeNetflix,Mystery,TV,Wit Studio,Game,PG-13
264980,Article these,TV Tokyo,VRVApple TV+HBO Max,AdventureHorror,ONA,Bones,Manga,PG-13
264993,Movement beautiful,Bandai Namco,Netflix,Sci-FiAction,Special,Madhouse,Webtoon,PG-13
265115,Bar reveal,"Shueisha, TV Tokyo",YouTube PremiumFunimation,FantasyMysterySci-Fi,TV,A-1 Pictures,Webtoon,PG
265133,Either side machine,Kodansha,TubiDisney+Hulu,Sci-FiDrama,ONA,Kyoto Animation,Visual Novel,R
265149,Fish measure test,Aniplex,Disney+Crunchyroll,Fantasy,ONA,A-1 Pictures,Game,G
265162,Itself why pretty,TV Tokyo,VRVHBO Max,Horror,TV,Toei Animation,Webtoon,G
265199,Believe herself,Kadokawa,FunimationAmazon PrimeDisney+,Sci-Fi,ONA,Kyoto Animation,Visual Novel,R
265234,Appear radio happen,"Kadokawa, TV Tokyo",Amazon PrimeTubiVRV,Romance,Special,MAPPA,Visual Novel,PG
265240,While old financial,"Bandai Namco, Shueisha",FunimationApple TV+Netflix,Slice of LifeRomance,Special,Kyoto Animation,Webtoon,R
265267,Apply describe,"Aniplex, TV Tokyo",VRVApple TV+Funimation,Action,TV,Bones,Light Novel,PG
265279,Company perform idea song,"Aniplex, Shueisha",VRVHuluDisney+,AdventureSci-FiSupernatural,ONA,MAPPA,Visual Novel,PG
265321,Play simply couple three,Kadokawa,HBO MaxTubi,FantasyActionHorror,TV,Bones,Original,PG
265349,Break political within,Shueisha,VRV,Sci-Fi,Special,Ufotable,Manga,PG-13
265355,By candidate,"Kadokawa, Bandai Namco",HBO MaxYouTube PremiumCrunchyroll,FantasySci-FiRomance,Special,J.C.Staff,Webtoon,R
265440,Father energy church,Kadokawa,HuluHBO MaxNetflix,Horror,TV,Bones,Webtoon,G
265456,Power subject fund,Bandai Namco,YouTube Premium,Supernatural,OVA,Wit Studio,Light Novel,PG-13
265499,Control like behavior,TV Tokyo,Funimation,DramaSci-Fi,TV,J.C.Staff,Manga,R
265502,Buy her,"Aniplex, TV Tokyo",Amazon PrimeHulu,MysterySlice of LifeSupernatural,ONA,J.C.Staff,Game,G
265507,Indicate successful religious,"Aniplex, Shueisha",Apple TV+Disney+,FantasyMysteryDrama,OVA,Ufotable,Light Novel,PG
265520,Investment attention within,Kodansha,HBO MaxTubi,FantasyHorror,TV,A-1 Pictures,Manga,G
265523,Station piece understand,"Kadokawa, Bandai Namco",Hulu,RomanceComedyAction,OVA,Sunrise,Original,G
265545,Along dog fly,"Bandai Namco, Kadokawa",HuluCrunchyroll,RomanceAction,TV,Ufotable,Original,PG
265564,Seek both film,"Bandai Namco, Kadokawa",Amazon Prime,MysterySlice of LifeAction,ONA,J.C.Staff,Manga,G
265614,Be ask,"Kadokawa, Aniplex",Disney+HBO Max,ActionFantasy,Special,Kyoto Animation,Light Novel,G
265669,Wind along,"Aniplex, Shueisha",HBO Max,ActionSupernatural,Special,Toei Animation,Light Novel,PG
265777,Your enough question,Kadokawa,TubiNetflixDisney+,Supernatural,Special,Madhouse,Light Novel,R
265798,Amount mind,"Kodansha, Shueisha",HuluTubiFunimation,Adventure,ONA,Sunrise,Game,PG-13
265827,Money even,TV Tokyo,CrunchyrollNetflixAmazon Prime,SupernaturalActionRomance,TV,A-1 Pictures,Manga,PG-13
265833,Exactly food,"Bandai Namco, Kodansha",FunimationHBO MaxYouTube Premium,RomanceFantasySupernatural,TV,MAPPA,Manga,PG-13
265860,Year brother part,"TV Tokyo, Kadokawa",HBO MaxTubiDisney+,Fantasy,OVA,Ufotable,Manga,R
265912,She player mouth bill,"TV Tokyo, Kodansha",Netflix,Supernatural,Special,J.C.Staff,Webtoon,G
266002,Next into simply,Aniplex,VRVCrunchyroll,Action,Special,Wit Studio,Light Novel,PG-13
266004,Particular challenge live,TV Tokyo,HuluDisney+,ActionRomanceFantasy,OVA,Madhouse,Manga,R
266017,Race direction,Aniplex,YouTube Premium,Sci-FiMystery,TV,A-1 Pictures,Webtoon,G
266071,Inside book win,Bandai Namco,Netflix,Fantasy,ONA,Bones,Original,PG
266141,Instead event,"Bandai Namco, Kadokawa",HuluFunimation,DramaMystery,Special,Wit Studio,Webtoon,R
266544,Practice fall,"TV Tokyo, Shueisha",Hulu,ActionMysteryComedy,TV,Bones,Manga,PG
266584,Low stage top,"Kadokawa, Aniplex",Disney+Apple TV+,Sci-FiComedy,TV,Toei Animation,Visual Novel,R
266648,Far list,TV Tokyo,NetflixFunimationVRV,FantasyRomance,Special,Bones,Visual Novel,PG
266659,Parent almost,Kodansha,Tubi,Sci-FiMystery,ONA,Kyoto Animation,Webtoon,G
266714,Under not it,"Kadokawa, Kodansha",NetflixTubiDisney+,Adventure,TV,MAPPA,Manga,PG-13
266879,This music,TV Tokyo,HBO Max,AdventureDrama,TV,Bones,Game,G
266894,Option shake consider,"TV Tokyo, Kadokawa",FunimationDisney+,ActionSci-FiSupernatural,TV,Madhouse,Game,R
266944,Man if center,Kadokawa,HuluFunimationHBO Max,Sci-FiRomance,OVA,Madhouse,Manga,PG
266966,Late performance step,Bandai Namco,HBO MaxFunimation,SupernaturalSci-Fi,OVA,Sunrise,Game,PG-13
266975,Fight apply develop,"TV Tokyo, Kodansha",HBO MaxHuluCrunchyroll,AdventureActionFantasy,OVA,J.C.Staff,Manga,G
267013,Success end,Shueisha,Hulu,Sci-FiHorrorAction,OVA,Madhouse,Webtoon,R
267023,Development manager us last,Bandai Namco,Amazon PrimeHBO Max,Slice of LifeAdventure,Special,MAPPA,Light Novel,PG-13
267054,Room rock,"TV Tokyo, Shueisha",HuluTubi,AdventureFantasy,TV,Bones,Light Novel,R
267077,Too high even,Kodansha,Disney+Amazon Prime,Slice of Life,OVA,Kyoto Animation,Visual Novel,PG
267087,Table full reason build,Bandai Namco,HBO MaxCrunchyroll,RomanceAction,OVA,Bones,Webtoon,G
267092,Though method against,TV Tokyo,FunimationCrunchyroll,Romance,Special,Toei Animation,Manga,PG-13
267172,Lose process behavior,Bandai Namco,Netflix,ComedySlice of Life,TV,MAPPA,Game,R
267183,Job physical degree,Kadokawa,Amazon PrimeDisney+,ActionSci-Fi,Special,Wit Studio,Original,G
267219,Environment recently reflect yard,Shueisha,Funimation,SupernaturalHorror,OVA,J.C.Staff,Light Novel,PG
267228,Firm fast,"Bandai Namco, Shueisha",Netflix,Slice of LifeHorror,TV,MAPPA,Manga,PG-13
267294,Natural free ground,"Kodansha, Aniplex",YouTube Premium,Sci-FiMysteryAdventure,ONA,Wit Studio,Original,PG
267351,Once partner ago,TV Tokyo,HuluYouTube Premium,RomanceAdventureAction,OVA,Wit Studio,Webtoon,PG-13
267363,Most least,Kadokawa,TubiHuluVRV,Sci-FiHorror,Special,Bones,Visual Novel,PG-13
267411,Form total administration,Kadokawa,Tubi,ComedySlice of LifeRomance,Special,J.C.Staff,Original,PG
267463,Break after,"Kadokawa, Shueisha",VRVNetflix,HorrorComedy,Special,Bones,Game,G
267503,Suffer east also,"TV Tokyo, Kadokawa",YouTube PremiumAmazon Prime,FantasyRomance,OVA,Sunrise,Light Novel,G
267534,Issue address,Kodansha,Amazon PrimeYouTube Premium,Action,ONA,Bones,Manga,G
267567,Player character national point,"Kadokawa, Aniplex",YouTube PremiumAmazon PrimeTubi,Slice of Life,Special,Sunrise,Original,PG-13
267639,Instead police,Bandai Namco,Apple TV+Netflix,FantasyAction,ONA,Sunrise,Light Novel,PG
267737,Yeah box,Kadokawa,Funimation,ComedyAction,OVA,Bones,Original,R
267905,Card any base,Aniplex,YouTube PremiumCrunchyroll,Slice of Life,OVA,Bones,Light Novel,PG-13
267938,Cup information newspaper,Bandai Namco,Tubi,Horror,ONA,J.C.Staff,Webtoon,PG
267959,Else simple relationship,TV Tokyo,HBO Max,Adventure,ONA,Sunrise,Original,PG-13
267984,Color word,"Shueisha, TV Tokyo",Apple TV+,Horror,TV,Toei Animation,Visual Novel,G
268032,None name,Bandai Namco,CrunchyrollNetflix,Action,ONA,J.C.Staff,Game,PG-13
268055,Under standard bar upon,Kadokawa,HuluHBO Max,Drama,Special,A-1 Pictures,Webtoon,R
268083,But son nearly,Shueisha,Apple TV+VRV,MysteryAction,OVA,Wit Studio,Original,PG
268094,Politics compare,"Kodansha, Bandai Namco",VRV,Action,OVA,Kyoto Animation,Game,G
268121,Address others also,TV Tokyo,VRV,SupernaturalComedy,OVA,Bones,Webtoon,PG
268125,Memory seem,"TV Tokyo, Aniplex",Apple TV+VRV,DramaSlice of Life,Special,Sunrise,Manga,G
268182,Maintain information believe,Aniplex,Disney+HBO Max,Supernatural,Special,A-1 Pictures,Original,PG-13
268192,Must treatment author,Aniplex,CrunchyrollApple TV+,Sci-FiComedyRomance,OVA,Toei Animation,Light Novel,R
268201,War identify state,"Kodansha, TV Tokyo",CrunchyrollAmazon Prime,Slice of LifeHorror,OVA,Kyoto Animation,Manga,PG-13
268202,Glass vote,Kadokawa,CrunchyrollVRV,MysteryAction,TV,MAPPA,Light Novel,R
268274,Trade expert,"TV Tokyo, Bandai Namco",Apple TV+,ComedyFantasySci-Fi,ONA,Madhouse,Light Novel,PG-13
268293,Today any produce technology,"Bandai Namco, Shueisha",Amazon PrimeApple TV+,Romance,ONA,Madhouse,Light Novel,PG-13
268308,Choose physical just,Kodansha,YouTube PremiumDisney+,AdventureRomanceFantasy,TV,Toei Animation,Game,PG-13
268321,Able shake,"Kadokawa, Shueisha",CrunchyrollTubi,Sci-FiActionSlice of Life,OVA,J.C.Staff,Webtoon,PG
268401,Result rest story,"Aniplex, Kodansha",HuluCrunchyrollYouTube Premium,MysteryComedySupernatural,OVA,Wit Studio,Visual Novel,PG-13
268430,Deep stand,"Kodansha, Bandai Namco",VRVHuluNetflix,AdventureSupernaturalDrama,TV,Wit Studio,Manga,PG
268510,Executive perform keep,"Kadokawa, Shueisha",CrunchyrollApple TV+HBO Max,Slice of LifeSupernaturalDrama,TV,J.C.Staff,Original,PG-13
268518,Myself admit,Kodansha,Apple TV+Disney+,RomanceSci-FiSupernatural,ONA,Kyoto Animation,Original,R
268540,Unit TV thus,"Aniplex, Bandai Namco",Apple TV+VRVHulu,Comedy,OVA,Kyoto Animation,Light Novel,PG
268571,Generation research Mr,"Bandai Namco, Kodansha",Crunchyroll,Slice of LifeAdventure,ONA,Toei Animation,Original,G
268584,To stuff,"TV Tokyo, Aniplex",FunimationAmazon Prime,Fantasy,Special,MAPPA,Webtoon,R
268586,Huge there,TV Tokyo,Amazon Prime,ComedySci-FiDrama,ONA,Kyoto Animation,Manga,PG
268622,Guess thank oil,"Shueisha, TV Tokyo",Tubi,ActionAdventure,TV,Toei Animation,Visual Novel,PG-13
268693,Challenge court always,"Aniplex, Shueisha",YouTube Premium,Fantasy,TV,Wit Studio,Game,G
268706,Only much,"Bandai Namco, Aniplex",Amazon PrimeDisney+VRV,Comedy,OVA,Wit Studio,Manga,PG
268782,Keep turn seat position,Kadokawa,FunimationYouTube Premium,Adventure,OVA,MAPPA,Visual Novel,PG-13
268879,More spring approach,TV Tokyo,CrunchyrollAmazon PrimeApple TV+,Slice of LifeMysteryFantasy,Special,A-1 Pictures,Light Novel,PG
269112,Maybe none article,Kodansha,HBO Max,DramaSlice of LifeAdventure,OVA,J.C.Staff,Visual Novel,R
269173,Woman husband chance,"Bandai Namco, Kadokawa",Hulu,AdventureActionSci-Fi,ONA,Madhouse,Light Novel,PG
269190,Sometimes evening,"TV Tokyo, Shueisha",YouTube PremiumHBO Max,HorrorSci-FiFantasy,ONA,Wit Studio,Game,R
269196,Point sell,"TV Tokyo, Aniplex",TubiCrunchyrollVRV,SupernaturalHorrorAction,TV,Madhouse,Original,PG-13
269262,Quality own,"Shueisha, Kodansha",VRVCrunchyroll,SupernaturalHorrorSlice of Life,ONA,Ufotable,Light Novel,R
269265,Little Mrs activity store,"TV Tokyo, Kodansha",VRVApple TV+,Action,ONA,Sunrise,Original,PG-13
269392,The white,"Kodansha, TV Tokyo",HBO MaxCrunchyrollDisney+,DramaSci-FiSlice of Life,OVA,Madhouse,Visual Novel,G
269482,Move month similar,"Kadokawa, TV Tokyo",VRVApple TV+Disney+,MysterySlice of Life,TV,Bones,Game,PG
269484,Character loss continue,"Kodansha, Kadokawa",Disney+YouTube Premium,AdventureHorror,OVA,A-1 Pictures,Original,G
269574,Feel city bad,Kadokawa,VRV,Drama,Special,Sunrise,Manga,G
269683,Arrive wall concern,Kodansha,VRVNetflixCrunchyroll,ActionAdventure,Special,Madhouse,Webtoon,G
269722,Set parent,Shueisha,FunimationVRV,Sci-FiFantasy,TV,Ufotable,Visual Novel,PG
269748,Thus media standard sell,"Aniplex, Kodansha",FunimationHBO Max,Adventure,Special,Sunrise,Game,G
269794,Discuss world interesting poor,Bandai Namco,HuluYouTube PremiumAmazon Prime,Drama,TV,Toei Animation,Visual Novel,R
269954,Piece control,"Kodansha, TV Tokyo",TubiNetflixApple TV+,Sci-FiSupernatural,ONA,Bones,Original,G
269961,Sort say,"Aniplex, Shueisha",HBO Max,ComedySci-FiMystery,Special,Wit Studio,Light Novel,G
270069,There society,Kadokawa,CrunchyrollHBO Max,Slice of LifeComedy,TV,Toei Animation,Webtoon,R
270149,Alone if matter,"Aniplex, Shueisha",HBO MaxAmazon PrimeVRV,SupernaturalDramaFantasy,OVA,Sunrise,Light Novel,R
270199,Cause lose war,"Bandai Namco, TV Tokyo",Disney+Amazon PrimeTubi,RomanceSlice of LifeDrama,ONA,Toei Animation,Original,PG-13
270210,Leave training understand,TV Tokyo,Disney+,HorrorSupernatural,ONA,Ufotable,Original,R
270230,Fire education sea television,"Kodansha, TV Tokyo",Funimation,RomanceHorror,Special,A-1 Pictures,Game,PG-13
270263,Star suggest,"Aniplex, Kadokawa",HBO MaxYouTube PremiumCrunchyroll,ComedyRomanceFantasy,OVA,Wit Studio,Visual Novel,PG-13
270324,Economic prevent pay,Aniplex,NetflixHBO MaxFunimation,ActionSupernatural,Special,MAPPA,Visual Novel,R
270333,Development show,Shueisha,Disney+HuluApple TV+,Drama,ONA,A-1 Pictures,Manga,R
270358,Increase mouth who kitchen,Kodansha,HuluApple TV+VRV,SupernaturalAction,OVA,Madhouse,Original,PG-13
270552,Peace debate,Kodansha,YouTube PremiumNetflix,DramaMysteryAdventure,Special,Madhouse,Visual Novel,R
