Anime ID,Title,Production Budget,Streaming Cost,Merchandise revenue,Streaming revenues,Total revenues,Streaming Platform,Countries Available,Awards Won
228654,Every system economy write," 8,13,40,15,400 "," 32,53,44,103 "," 47,99,21,548 "," 53,68,17,770 "," 80,71,52,067 ",VRVCrunchyroll,24,7
228680,Finish what rather network," 6,78,71,18,400 "," 43,30,41,069 "," 38,24,46,855 "," 71,45,17,764 "," 1,29,29,11,456 ",VRV,13,4
228723,Range throw exactly," 5,37,97,45,800 "," 56,01,18,889 "," 22,74,37,949 "," 92,41,96,167 "," 1,57,68,73,100 ",Hulu,4,4
228744,Eye collection hotel," 1,86,88,87,800 "," 16,84,14,425 "," 31,24,51,609 "," 38,37,31,208 "," 54,97,27,170 ",VRVFunimationTubi,11,7
228755,Turn social," 5,93,18,37,000 "," 29,05,96,742 "," 29,19,67,532 "," 47,94,84,624 "," 80,45,87,801 ",CrunchyrollTubiYouTube Premium,2,5
228773,Best society bag," 5,67,62,05,600 "," 37,71,77,748 "," 33,58,40,196 "," 62,23,43,284 "," 93,11,60,082 ",Amazon Prime,13,7
228780,Turn car," 6,02,51,62,400 "," 45,48,29,589 "," 1,12,11,37,406 ",$750468821.85," 1,08,45,93,942 ",CrunchyrollFunimationHBO Max,7,8
228931,Finally daughter," 3,11,88,58,000 "," 43,79,37,671 "," 30,57,49,241 "," 72,25,97,157 "," 1,31,26,74,753 ",Disney+Apple TV+YouTube Premium,6,7
229092,Field that community," 12,79,26,75,600 "," 24,87,17,710 "," 47,75,30,829 ",$410384221.5," 71,61,33,463 ",FunimationApple TV+Crunchyroll,29,7
229096,Position police," 4,17,37,28,800 "," 25,28,92,884 "," 47,60,77,739 "," 41,72,73,259 "," 67,83,45,917 ",FunimationHBO MaxAmazon Prime,23,7
229132,Indeed ball long," 4,83,21,52,000 "," 57,72,96,961 "," 48,91,39,138 "," 95,25,39,986 "," 1,57,86,66,070 ",Hulu,26,8
229235,Seven beautiful the," 11,27,29,26,800 "," 45,29,58,446 "," 30,51,45,252 "," 74,73,81,436 "," 1,23,30,55,551 ",Apple TV+HBO MaxCrunchyroll,30,7
229336,Suddenly dinner already," 9,50,04,59,600 "," 43,80,70,163 "," 42,67,55,465 "," 72,28,15,769 "," 1,17,43,44,235 ",CrunchyrollNetflixHulu,14,7
229349,She seat," 15,97,15,21,800 "," 45,08,37,487 "," 74,71,12,408 "," 1,14,85,27,691 "," 2,08,35,22,895 ",Disney+,30,5
229362,Lead movement," 7,12,95,14,400 "," 41,25,45,415 ",$580205384.828914," 68,06,99,935 "," 1,00,45,61,627 ",HBO MaxTubi,24,7
229368,Amount listen," 21,24,18,73,400 "," 32,18,15,430 "," 41,76,10,755 "," 53,09,95,460 "," 84,56,21,275 ",FunimationNetflix,8,8
229384,Character once," 11,83,30,71,800 "," 15,33,53,423 "," 47,77,18,457 "," 57,65,71,572 ",$831759056.345063,Amazon PrimeNetflixTubi,5,5
229587,His rise," 8,78,64,97,000 "," 35,99,00,167 "," 41,26,59,536 "," 59,38,35,276 "," 90,19,22,040 ",Hulu,5,6
229622,Hot nor house open," 13,24,02,82,600 ",$599845258," 32,96,83,175 "," 98,97,44,676 "," 1,55,70,18,750 ",Tubi,12,6
229722,Market matter everyone," 8,31,93,09,200 "," 15,72,17,170 "," 51,77,08,624 "," 54,93,11,748 "," 96,85,77,257 ",NetflixHBO MaxDisney+,21,5
229747,Very produce here," 15,16,96,50,000 "," 57,44,43,732 "," 36,42,50,014 "," 94,78,32,158 "," 1,35,50,90,770 ",Funimation,14,7
229857,Cold thing," 9,73,80,80,000 "," 30,21,87,427 "," 53,00,90,458 "," 80,05,87,522 "," 1,18,21,25,936 ",YouTube PremiumHuluFunimation,30,6
229973,After seven not," 11,83,51,16,000 "," 43,12,04,363 "," 44,11,21,895 "," 71,14,87,199 "," 1,15,92,84,485 ",Tubi,21,7
230003,Wind draw mission," 10,38,26,32,400 ",$191429079," 35,55,98,029 "," 38,02,59,691 "," 66,73,56,902 ",VRVCrunchyroll,26,6
230052,Company authority," 7,27,94,75,200 "," 53,12,73,655 "," 65,28,51,704 "," 87,66,01,531 "," 1,43,83,01,081 ",VRV,19,5
230128,Action father win organization," 10,33,91,09,400 "," 39,59,06,014 "," 43,70,33,268 "," 65,32,44,923 "," 1,15,19,56,252 ",Apple TV+HuluVRV,11,6
230142,Allow go," 6,44,04,15,200 "," 58,48,37,118 "," 44,52,45,767 "," 96,49,81,245 "," 1,46,03,54,911 ",FunimationDisney+,15,7
230199,Song meeting page," 8,31,80,07,800 "," 57,88,00,241 "," 49,61,78,189 "," 95,50,20,398 "," 1,44,61,15,936 ",HBO MaxCrunchyroll,15,5
230206,Thought purpose," 14,11,62,13,600 "," 25,36,06,045 "," 65,52,29,134 "," 73,67,97,187 "," 1,20,82,37,341 ",Apple TV+Disney+,9,5
230296,Million agent month,$7041874600," 45,21,40,768 "," 39,95,10,721 "," 74,60,32,267 "," 1,08,24,42,688 ",Apple TV+Amazon Prime,6,7
230368,Guy address individual," 64,00,99,600 "," 39,36,14,234 "," 58,89,81,319 "," 64,94,63,486 "," 1,00,00,50,625 ",Disney+TubiNetflix,3,8
230421,They project find," 8,44,57,77,400 "," 40,85,46,513 "," 56,35,06,516 ",$674101746.45," 1,22,50,61,232 ",NetflixVRVYouTube Premium,28,5
230477,Concern care call," 3,13,91,31,800 "," 51,78,45,935 "," 21,85,85,020 "," 85,44,45,793 "," 1,40,27,34,256 ",Disney+,28,4
230483,Clearly sing," 9,14,96,38,400 "," 53,92,21,696 "," 54,57,69,670 "," 88,97,15,798 "," 1,41,70,44,829 ",NetflixYouTube PremiumApple TV+,1,8
230597,Hotel model," 1,82,68,75,200 "," 37,31,62,733 "," 58,26,08,971 "," 61,57,18,509 "," 95,85,41,551 ",Hulu,16,4
230601,Hope Democrat might," 4,70,07,77,200 "," 51,19,22,316 "," 34,66,07,427 "," 84,46,71,821 "," 1,38,09,17,244 ",Amazon PrimeNetflix,23,5
230621,Opportunity small sport," 5,29,68,31,600 "," 13,33,94,181 "," 40,70,03,772 "," 22,01,00,399 "," 38,78,13,035 ",Amazon Prime,9,6
230657,College describe issue wife," 8,79,16,87,800 "," 16,22,42,398 ",$429354148.098885," 66,39,81,076 "," 1,12,97,73,025 ",VRVDisney+,8,7
230665,Under significant network," 2,52,10,35,200 "," 36,82,14,676 "," 56,28,59,518 "," 69,11,02,715 "," 1,15,56,31,479 ",FunimationHBO MaxDisney+,29,4
230681,Employee box against," 5,83,25,84,800 "," 50,18,60,189 "," 36,47,76,274 "," 82,80,69,312 "," 1,26,68,61,782 ",VRVFunimationHulu,3,7
230695,History everyone base those," 3,79,17,14,200 "," 54,19,50,649 "," 63,83,63,561 "," 89,42,18,571 "," 1,41,70,43,602 ",Apple TV+TubiHBO Max,22,7
230707,Anyone late," 6,40,09,41,000 "," 49,55,74,948 "," 54,09,23,347 "," 81,76,98,664 "," 1,42,60,65,412 ",YouTube PremiumHulu,7,6
230722,Rise whole," 7,79,80,60,200 "," 28,12,64,990 "," 43,94,55,209 "," 71,15,39,820 "," 1,26,40,22,408 ",NetflixAmazon Prime,29,5
230732,Town short," 4,52,71,63,800 "," 58,74,43,392 "," 60,85,56,729 "," 1,00,94,80,189 "," 1,44,26,86,229 ",HBO MaxCrunchyrollTubi,18,8
230771,Popular listen," 1,54,29,35,800 "," 57,86,11,551 "," 61,40,95,336 "," 95,47,09,059 "," 1,56,60,63,591 ",Apple TV+HBO Max,19,6
230834,Wonder bag," 17,18,84,85,200 "," 37,51,74,502 "," 82,45,49,606 "," 61,90,37,928 ",$1122420337.04008,FunimationTubiHBO Max,27,5
230874,Send energy six," 10,60,13,86,800 "," 49,88,02,650 "," 45,25,40,993 "," 82,30,24,373 "," 1,30,58,32,566 ",HBO Max,21,8
230966,Almost entire doctor," 90,48,23,000 "," 53,75,34,495 ",#REF!," 88,69,31,917 "," 1,27,37,79,755 ",HBO MaxDisney+,27,6
230969,From least weight," 9,79,03,58,000 "," 49,15,83,091 "," 62,83,29,659 "," 90,14,80,157 "," 1,33,97,55,675 ",Amazon PrimeFunimationHBO Max,9,7
230972,Information attorney water," 5,76,20,28,200 "," 41,85,88,836 "," 47,27,06,252 "," 77,50,29,779 "," 1,17,20,92,251 ",Apple TV+Crunchyroll,25,8
231000,Car later person ground," 53,97,91,800 "," 44,07,64,707 "," 35,89,80,971 "," 72,72,61,767 ",$1137946906.61846,TubiDisney+,12,7
231062,Speech player," 3,24,10,79,600 "," 40,61,21,777 "," 41,48,83,481 "," 67,01,00,932 "," 1,19,61,04,701 ",HuluAmazon PrimeNetflix,22,8
231144,Much generation," 3,13,96,14,600 "," 57,56,13,520 ",$426146197.783303," 94,97,62,308 "," 1,60,62,59,169 ",VRVYouTube Premium,4,7
231177,Action time," 2,80,51,09,400 "," 40,10,64,298 "," 19,87,30,601 "," 66,17,56,092 "," 1,05,96,77,146 ",FunimationHBO Max,26,6
231226,Hundred story card," 12,66,47,44,800 "," 59,33,92,453 "," 55,67,87,909 "," 97,90,97,547 ",$1577539603.85059,TubiVRV,19,6
231242,Part place," 34,39,81,800 ",$132698473," 49,35,21,214 "," 71,13,68,378 "," 1,10,56,67,506 ",VRVHuluApple TV+,26,7
231243,Rich purpose," 24,04,34,38,800 "," 43,94,77,151 "," 56,61,28,377 "," 72,51,37,299 "," 1,07,70,54,314 ",YouTube PremiumVRV,27,7
231324,Agreement claim head," 5,33,10,61,400 "," 27,00,08,362 "," 60,83,66,748 "," 56,55,23,085 "," 97,54,29,459 ",HBO MaxAmazon Prime,16,8
231396,Himself long," 3,95,82,83,600 "," 59,84,58,606 "," 38,83,61,741 "," 98,74,56,700 "," 1,62,93,34,848 ",Hulu,11,5
231463,Only minute authority," 22,64,68,67,000 "," 55,24,38,524 "," 71,71,44,371 "," 91,15,23,565 "," 1,30,77,64,840 ",FunimationHuluAmazon Prime,13,4
231481,Bag town," 8,38,20,15,000 "," 30,03,98,497 "," 33,76,15,154 "," 49,56,57,520 "," 73,08,30,380 ",Amazon Prime,17,7
231488,Surface provide about," 3,99,61,69,400 "," 17,50,77,851 "," 27,30,59,388 "," 30,15,19,384 "," 53,76,05,942 ",HuluCrunchyrollVRV,14,6
231490,Knowledge civil," 5,99,72,44,000 "," 47,66,78,721 ",#REF!," 78,65,19,890 "," 1,20,49,77,534 ",NetflixDisney+,17,6
231496,Partner similar inside," 5,46,20,83,600 "," 54,16,41,880 "," 25,58,22,508 "," 89,37,09,102 "," 1,30,21,36,983 ",TubiYouTube PremiumApple TV+,29,7
231556,Claim meet chair," 2,10,71,71,600 "," 45,74,41,311 "," 51,35,66,971 "," 75,47,78,163 "," 1,19,31,81,212 ",NetflixVRVHulu,14,6
231581,Stay though," 1,54,66,76,400 "," 54,02,22,119 "," 42,30,19,847 "," 1,03,42,49,002 "," 1,50,09,61,933 ",YouTube PremiumFunimationNetflix,18,5
231618,Soldier better," 3,20,09,17,200 ",$235408402," 43,58,41,856 "," 51,86,68,978 "," 80,57,38,642 ",Tubi,5,6
231645,War civil," 14,57,83,53,400 "," 43,26,17,565 "," 24,50,44,325 ",$713818982.25," 1,08,46,36,978 ",CrunchyrollTubi,18,7
231683,Necessary choice this," 5,39,31,96,000 "," 53,11,48,080 "," 28,89,30,294 "," 87,63,94,332 "," 1,28,15,97,572 ",Hulu,9,8
231685,Herself former fast," 6,32,01,73,200 "," 39,39,98,205 "," 51,88,88,541 "," 65,00,97,038 "," 1,06,44,40,044 ",HBO MaxDisney+,13,5
231764,Sense moment," 5,34,86,84,200 "," 52,45,31,359 "," 80,40,94,481 "," 1,02,00,76,601 "," 1,77,13,16,867 ",TubiYouTube Premium,9,8
231843,Prepare staff," 1,78,23,64,800 ",$286065627," 57,95,83,979 "," 47,20,08,285 "," 73,90,24,457 ",Apple TV+YouTube Premium,1,6
231866,American guess," 8,40,92,23,800 "," 56,53,60,143 "," 51,67,40,530 "," 93,28,44,236 "," 1,56,11,77,500 ",Tubi,27,6
231905,Beautiful number cultural," 6,03,52,18,000 "," 42,73,44,982 "," 48,25,58,862 "," 70,51,19,220 "," 1,22,38,72,112 ",FunimationCrunchyroll,19,8
231969,Key moment draw might," 7,93,11,68,600 "," 39,03,45,397 "," 37,12,24,368 "," 64,40,69,905 "," 1,05,33,62,046 ",Amazon Prime,13,7
232207,Show see since," 1,97,31,33,400 "," 58,07,13,633 "," 28,98,04,561 "," 95,81,77,494 "," 1,65,12,01,508 ",Disney+Apple TV+HBO Max,23,6
232227,Radio kind reflect," 3,29,51,55,000 "," 24,73,99,064 "," 40,52,48,270 ",$586229918.910083," 1,03,92,89,447 ",YouTube Premium,3,5
232340,Military actually kitchen," 10,63,28,59,200 "," 23,22,91,826 "," 32,25,20,748 "," 38,32,81,513 "," 67,81,61,207 ",Amazon PrimeFunimationCrunchyroll,24,8
232354,Step first," 4,56,53,78,800 "," 51,79,57,244 "," 57,19,69,086 "," 1,00,22,87,494 "," 1,80,63,81,975 ",Tubi,9,7
232381,Last however,$10457364400," 20,77,80,003 "," 62,17,03,640 "," 82,45,33,956 "," 1,28,72,36,028 ",HuluNetflixHBO Max,21,7
232439,Religious election," 1,57,81,12,400 "," 20,48,56,268 "," 67,18,47,838 "," 1,04,85,51,096 "," 1,89,31,56,731 ",Amazon Prime,4,7
232475,Poor side use," 5,64,73,80,400 "," 47,18,28,277 "," 30,33,20,111 "," 77,85,16,657 "," 1,17,61,14,183 ",Amazon PrimeHulu,29,8
232477,Why behind," 15,40,37,56,400 "," 50,64,49,211 "," 53,02,38,925 "," 83,56,41,198 "," 1,25,82,76,502 ",NetflixYouTube Premium,2,4
232497,Amount site," 9,17,77,92,200 "," 51,96,74,211 "," 56,68,65,665 "," 85,74,62,448 "," 1,39,81,29,470 ",HuluApple TV+,18,7
232531,Fly front," 13,54,84,07,000 "," 42,95,55,112 ",$447450578.589979," 70,87,65,935 "," 1,10,26,67,076 ",Amazon PrimeApple TV+,22,4
232628,Bar wait Republican," 4,59,78,74,200 "," 38,05,02,209 "," 68,96,41,360 ",$627828644.85," 1,00,09,11,552 ",Disney+HBO Max,12,5
232629,Hour debate form," 12,28,31,41,800 "," 36,60,09,982 "," 20,74,48,986 "," 60,39,16,470 "," 92,42,68,369 ",Netflix,1,7
232660,Production important," 24,08,61,30,800 "," 33,53,58,811 "," 49,31,07,147 "," 55,33,42,038 "," 88,64,10,667 ",HuluApple TV+Funimation,6,4
232794,Traditional among," 4,96,16,26,200 ",$503981355," 42,91,06,526 "," 83,15,69,236 "," 1,21,52,70,248 ",Disney+Apple TV+HBO Max,1,6
232887,Relate source word firm,$3891294800," 53,08,88,600 "," 49,70,31,627 "," 88,80,19,283 "," 1,32,74,74,492 ",Apple TV+Disney+Netflix,5,8
232964,Mission feel entire,$3421121400," 46,21,10,036 "," 52,71,66,175 "," 95,83,55,578 "," 1,53,07,81,056 ",YouTube PremiumAmazon PrimeNetflix,21,5
233141,Blood much," 5,86,86,14,800 "," 27,83,74,526 "," 76,71,20,096 "," 88,90,02,769 "," 1,32,49,59,011 ",HuluAmazon PrimeNetflix,18,8
233149,Allow church," 14,65,36,55,600 "," 46,27,26,814 "," 59,18,03,172 "," 76,34,99,243 "," 1,15,31,29,278 ",HBO MaxTubiFunimation,3,8
233167,Close program up," 2,77,33,69,800 "," 44,84,51,710 "," 28,95,43,461 "," 73,99,45,322 "," 1,11,11,67,336 ",Disney+HuluFunimation,2,7
233201,Standard with although," 1,14,12,72,400 "," 38,19,75,980 "," 58,53,90,599 "," 66,43,21,262 "," 1,07,68,53,721 ",Disney+,30,6
233228,Notice our," 3,38,82,12,600 "," 27,98,62,190 "," 72,68,78,731 "," 64,05,86,530 "," 95,74,10,783 ",HBO MaxAmazon Prime,18,5
233291,Mean every," 15,36,07,19,600 "," 57,31,17,338 "," 47,24,14,157 "," 94,56,43,608 "," 1,36,00,07,846 ",HBO Max,30,5
233294,Rate possible," 24,12,01,16,200 "," 58,54,20,701 ",$676005194.305869," 96,59,44,157 "," 1,65,36,44,433 ",FunimationDisney+Amazon Prime,6,5
233311,Three between you," 1,54,10,99,400 "," 47,14,56,398 "," 51,86,28,091 "," 77,79,03,057 "," 1,16,46,24,593 ",Crunchyroll,14,7
233331,Head yard," 3,25,70,02,800 "," 45,04,60,941 "," 13,89,14,649 ",$743260552.65," 1,12,07,11,498 ",HuluYouTube Premium,29,7
233466,Cause its him," 4,22,80,28,000 "," 17,22,02,659 "," 58,70,03,186 ",$534648199.26511," 84,24,86,977 ",HBO Max,15,7
233480,Manage enjoy," 8,72,36,69,600 "," 35,84,54,870 "," 49,52,05,509 ",$591450535.5," 97,15,87,751 ",HBO Max,15,4
233546,Finally you blood," 5,44,13,68,600 "," 52,26,06,249 "," 57,55,45,135 "," 86,23,00,311 "," 1,31,16,73,819 ",TubiApple TV+Amazon Prime,8,8
233552,Language show case," 11,87,02,50,000 "," 53,86,08,277 "," 30,34,65,000 "," 88,87,03,657 "," 1,45,64,33,149 ",Funimation,2,7
233558,Whole lay," 2,98,24,90,400 "," 45,33,14,196 "," 73,52,91,328 "," 1,14,76,50,744 "," 1,65,28,52,771 ",TubiFunimationCrunchyroll,30,8
233613,Contain other popular," 4,18,94,85,200 "," 36,23,92,439 "," 73,00,51,525 "," 59,79,47,524 "," 98,63,42,350 ",Amazon PrimeHuluVRV,1,8
233624,Form parent," 11,68,86,11,800 "," 56,54,98,284 "," 32,26,05,764 "," 93,30,72,169 "," 1,58,58,70,613 ",FunimationTubiHulu,25,5
233667,Position scene source," 17,41,19,03,600 "," 54,37,74,997 "," 42,55,82,855 "," 89,72,28,745 "," 1,45,21,48,939 ",Funimation,24,5
233672,Early PM establish," 4,77,73,82,800 ",$379748732," 25,21,14,485 "," 62,65,85,408 "," 1,08,68,43,668 ",Apple TV+YouTube PremiumAmazon Prime,24,8
233708,Situation produce," 18,53,42,800 "," 19,15,02,503 "," 70,19,94,160 "," 66,81,81,530 "," 98,83,97,542 ",NetflixDisney+,23,7
233749,Six some result," 42,14,05,200 "," 53,89,74,543 "," 36,28,66,483 "," 88,93,07,996 "," 1,53,42,41,423 ",HuluCrunchyrollAmazon Prime,15,6
233828,Analysis forward," 1,19,14,88,200 "," 46,21,45,136 "," 26,24,19,564 "," 76,25,39,474 "," 1,31,37,74,976 ",NetflixFunimation,8,7
233843,Thought imagine," 4,35,30,24,400 ",$170381001," 61,94,72,038 "," 41,21,19,165 "," 69,11,17,179 ",Amazon PrimeNetflix,30,7
233920,Agree smile maybe," 14,63,69,04,200 "," 47,75,96,071 "," 38,13,72,138 "," 78,80,33,517 "," 1,27,47,60,888 ",HuluAmazon Prime,5,6
233952,Country role," 71,55,00,000 "," 46,09,47,548 "," 57,02,44,850 "," 1,21,33,95,631 "," 1,90,06,86,272 ",Hulu,4,4
233953,Affect road," 12,47,46,11,800 "," 40,36,79,954 "," 49,04,51,299 "," 1,09,75,73,425 "," 1,88,93,27,709 ",TubiNetflixDisney+,8,6
233969,This executive," 4,56,26,30,800 "," 45,84,14,552 "," 37,56,62,090 "," 75,63,84,011 "," 1,21,69,89,823 ",Hulu,20,5
234055,Challenge next red," 10,94,64,43,600 "," 59,11,15,593 "," 67,71,95,065 "," 97,53,40,728 "," 1,65,17,05,603 ",Disney+,2,6
234080,Authority fact," 2,63,08,07,400 "," 52,63,11,651 "," 68,54,10,952 "," 89,54,04,304 "," 1,48,64,54,504 ",CrunchyrollTubi,18,8
234242,Finally hour," 1,54,31,17,800 "," 54,98,01,779 "," 41,20,49,645 "," 90,71,72,935 "," 1,53,88,85,151 ",VRV,28,6
234277,Watch radio personal especially," 4,98,18,41,200 "," 43,26,57,817 "," 49,52,44,103 "," 71,38,85,398 "," 1,04,37,00,369 ",HBO Max,10,4
234291,Stuff south," 1,18,34,17,800 "," 55,32,30,717 ",$551959953.152409," 1,07,56,44,784 "," 1,93,43,45,383 ",NetflixAmazon Prime,6,8
234299,Baby kid," 2,51,69,09,800 "," 38,90,22,021 "," 23,38,61,901 "," 64,18,86,335 "," 1,13,86,86,734 ",Amazon PrimeHBO MaxHulu,20,8
234400,Never follow coach send," 5,60,35,37,600 "," 42,30,62,647 "," 35,35,79,737 "," 69,80,53,368 "," 1,25,30,18,571 ",FunimationNetflixTubi,22,8
234445,While will weight," 3,78,88,06,600 "," 55,68,73,417 "," 39,21,14,912 "," 91,88,41,138 "," 1,65,61,76,114 ",HBO Max,14,8
234538,Determine international professional participant," 9,44,11,21,400 "," 43,73,63,761 "," 48,52,63,149 "," 75,70,38,305 "," 1,27,56,66,396 ",HBO Max,20,4
234577,Subject join," 1,12,17,35,000 "," 35,44,54,276 "," 78,31,26,221 "," 58,48,49,555 "," 92,32,67,121 ",FunimationHuluNetflix,28,8
234614,Yourself type," 2,79,13,57,200 ",$566983935," 75,24,21,124 "," 93,55,23,493 "," 1,43,62,52,551 ",Apple TV+,13,6
234695,Down them throughout," 2,52,69,43,400 "," 54,44,06,487 "," 68,97,44,294 "," 89,82,70,704 "," 1,51,94,60,348 ",FunimationCrunchyrollAmazon Prime,16,7
234741,Find official," 87,29,28,800 "," 47,93,05,739 "," 38,26,82,368 "," 79,08,54,469 "," 1,16,30,47,455 ",Amazon PrimeCrunchyrollNetflix,20,8
234751,Training pass western Mrs," 4,43,14,50,200 "," 53,45,96,081 "," 44,70,45,562 "," 88,20,83,534 "," 1,31,36,29,863 ",HuluTubi,21,7
234813,Recent prove nor," 15,43,54,83,600 "," 31,45,58,269 "," 34,06,85,092 "," 99,48,85,290 "," 1,46,54,81,106 ",FunimationYouTube Premium,26,4
234826,Here through,$2649307000," 39,19,00,307 "," 37,70,78,723 "," 64,66,35,507 "," 1,04,31,56,700 ",Disney+,4,8
234878,Fill power," 1,97,59,51,200 "," 52,15,57,808 "," 38,61,40,041 "," 86,05,70,383 "," 1,45,05,94,727 ",Disney+Hulu,22,8
234896,General third too," 8,39,15,94,800 "," 37,28,96,833 "," 21,88,29,972 "," 61,52,79,774 "," 94,47,83,491 ",YouTube PremiumCrunchyrollTubi,1,8
234924,Truth perform special,$4007069600," 41,15,71,225 "," 45,59,92,276 "," 99,65,55,170 "," 1,66,70,60,315 ",NetflixTubi,26,5
234969,Finally lose," 8,64,55,32,200 "," 56,55,41,889 "," 44,18,77,205 ",$933144116.85," 1,36,62,21,845 ",HBO MaxDisney+Amazon Prime,1,5
234983,Campaign top hundred," 4,19,31,49,800 "," 48,32,41,699 "," 53,12,43,850 "," 1,15,95,78,300 "," 2,00,28,77,938 ",CrunchyrollDisney+,5,6
235008,Production part," 7,14,43,41,800 "," 56,55,29,330 "," 62,43,24,329 "," 93,31,23,395 "," 1,33,80,88,386 ",VRVAmazon PrimeTubi,2,7
235075,Social season federal north," 16,65,19,74,200 "," 15,22,48,193 "," 1,21,56,60,084 "," 1,58,27,49,355 ",$2385183448.75918,HBO MaxTubi,18,8
235122,Occur plan upon," 15,29,52,04,600 "," 35,71,30,879 "," 42,78,97,756 "," 58,92,65,950 "," 95,37,59,481 ",Disney+Hulu,17,4
235148,Purpose effort," 7,35,65,99,600 ",$526259483," 45,65,17,586 "," 93,84,38,394 "," 1,40,79,73,663 ",Apple TV+FunimationAmazon Prime,19,4
235215,Reflect friend," 2,26,96,48,400 "," 54,58,05,269 "," 31,80,26,014 "," 90,05,78,694 "," 1,60,21,45,415 ",Hulu,19,8
235255,Drop accept," 13,11,59,58,000 "," 39,81,90,718 "," 16,67,95,457 ",$657014684.7," 1,05,89,23,648 ",TubiNetflix,13,7
235268,Price fund," 5,77,52,49,800 "," 44,29,69,576 "," 49,91,50,986 "," 73,08,99,800 "," 1,07,72,19,820 ",HuluCrunchyroll,22,6
235292,Would least," 11,73,97,97,800 "," 11,88,79,807 "," 58,09,10,493 "," 51,94,99,808 "," 76,61,17,626 ",NetflixHBO MaxAmazon Prime,5,7
235305,May most national," 11,84,84,62,400 "," 41,76,02,947 "," 54,81,47,006 "," 91,43,86,393 "," 1,55,00,34,495 ",Disney+Amazon PrimeHulu,19,5
235445,List church executive," 10,29,18,62,000 "," 56,33,63,040 "," 49,62,60,692 "," 92,95,49,016 "," 1,33,49,74,177 ",Apple TV+Disney+,14,6
235468,Light involve throw," 4,02,97,30,200 "," 39,98,30,131 "," 39,96,77,580 "," 65,97,19,716 "," 1,04,79,12,362 ",HBO Max,29,5
235532,Society hold," 11,10,60,25,400 "," 29,14,75,076 "," 59,52,29,404 "," 76,64,96,820 "," 1,21,91,72,606 ",Netflix,25,8
235561,Pm nothing security," 18,16,25,89,000 "," 33,58,59,337 "," 42,08,37,430 ",$972757665.098194," 1,51,07,38,992 ",Hulu,27,6
235628,Turn manage mention," 4,30,32,80,400 "," 46,04,53,667 ",$1068007205.79702," 77,09,54,321 "," 1,24,70,81,341 ",Amazon PrimeYouTube PremiumVRV,10,6
235687,Save art animal," 13,03,13,99,000 "," 52,37,21,831 "," 52,71,52,263 "," 1,36,91,35,747 "," 2,21,83,35,306 ",FunimationCrunchyrollDisney+,6,6
235710,Eye federal American," 46,86,45,600 "," 25,61,53,768 "," 60,28,21,035 "," 1,13,80,84,531 "," 1,65,16,07,540 ",YouTube Premium,5,7
236023,Cup again," 1,51,67,56,200 "," 46,14,47,419 "," 75,26,03,319 "," 1,03,33,88,385 "," 1,71,37,45,983 ",YouTube Premium,5,6
236142,Environment for upon only," 12,71,07,81,000 "," 44,18,90,481 "," 32,28,03,225 "," 72,91,19,294 "," 1,15,98,34,479 ",FunimationCrunchyroll,13,7
236148,Song space," 2,12,36,20,000 "," 57,23,93,636 "," 27,10,77,929 "," 94,44,49,499 "," 1,42,81,39,268 ",Amazon Prime,7,4
236211,Tv away," 15,34,66,30,200 "," 46,52,68,855 "," 51,37,86,377 "," 76,76,93,611 "," 1,37,34,54,020 ",Funimation,30,8
236254,These long," 5,58,19,72,200 "," 41,39,45,127 "," 28,41,61,003 "," 68,30,09,460 "," 1,13,24,20,888 ",HuluVRV,1,8
236291,Factor face stop protect,$23711960000," 53,48,88,062 "," 50,93,92,673 "," 88,25,65,302 "," 1,32,03,13,194 ",NetflixAmazon Prime,1,5
236320,According reach movement," 2,18,68,39,600 "," 40,02,81,628 "," 43,48,68,534 "," 66,04,64,686 "," 1,10,14,48,941 ",Crunchyroll,26,7
236324,Out test watch," 1,34,27,38,000 "," 53,85,30,172 "," 34,34,81,388 "," 88,85,74,784 "," 1,45,88,19,634 ",NetflixTubiDisney+,4,6
236396,Green ask assume," 9,59,80,10,400 "," 52,05,60,277 "," 29,80,24,519 "," 85,89,24,457 "," 1,26,92,79,740 ",NetflixTubi,23,8
236400,Pattern build air," 8,08,71,20,200 "," 23,18,66,273 "," 69,30,91,289 ",$692498708.661967," 1,02,45,70,717 ",NetflixCrunchyroll,30,6
236402,Somebody series water," 6,64,67,20,600 "," 45,85,86,995 ",$351917015.007438," 75,66,68,542 "," 1,30,81,37,922 ",TubiYouTube Premium,24,5
236460,Behind foreign," 9,03,78,87,400 "," 39,27,93,480 "," 65,19,80,390 "," 91,15,19,264 "," 1,39,53,35,060 ",Disney+CrunchyrollYouTube Premium,30,7
236535,Less case language,$10123046800," 28,03,84,544 "," 50,31,43,493 "," 46,26,34,498 "," 68,54,48,014 ",YouTube Premium,2,8
236556,Inside job tend," 5,33,44,24,400 "," 24,62,29,992 "," 35,88,33,347 "," 40,62,79,487 "," 61,79,33,863 ",FunimationTubiNetflix,18,8
236572,Tough include sure eat," 20,75,22,85,600 "," 42,84,49,361 "," 48,10,29,062 "," 70,69,41,446 "," 1,06,65,66,671 ",HBO Max,28,8
236786,Affect ball fight," 3,14,38,21,000 "," 39,01,87,893 "," 46,36,22,529 "," 64,38,10,023 ",$968454800.707301,Apple TV+,16,8
