Anime ID,Title,Members,Favorites,Airing_Start,Airing_End,Episodes,Duration,Broadcast_Day,Watch Hours,Countries Available,Awards Won,Dub Availability,User_Reviews,Score
257235,Quite knowledge scene," 9,09,154 ",24748,01-04-2015,27-07-2016,69,35,Saturday," 9,20,08,275 ",12,8,Yes,12573,9.940
257251,Others single,8.12E+05,37999,07-10-2021,14-04-2022,27,51,Thursday," 8,98,93,681 ",13,6,Yes,8889,7.840
257339,Fund arrive all," 8,57,645 ",11825,12-04-2022,Still Airing,150,39,Sunday," 13,49,73,007 ",25,4,No,12281,8.550
257349,Culture style animal," 7,19,073 ",908,19-04-2020,02-08-2020,15,46,Friday," 11,63,64,271 ",23,7,No,8813,8.690
257418,Enjoy boy drug," 7,83,941 ",31427,14-02-2024,Still Airing,54,53,Saturday," 1,03,33,686 ",6,6,Partial,11312,9.380
257427,Detail third live," 7,45,390 ",46132,15-01-2016,05-02-2016,3,34,Tuesday," 10,83,48,199 ",20,6,No,14221,8.280
257536,Each community wall," 6,26,621 ",47838,12-09-2021,Still Airing,181,33,Wednesday," 1,45,17,279 ",6,8,No,4904,9.540
257546,Mention program sit," 9,36,857 ",43673,24-07-2021,06-05-2023,93,37,Thursday," 1,81,60,930 ",6,4,No,10876,9.230
257667,Recent among agree," 6,11,508 ",9445,18-05-2021,05-10-2021,20,56,Saturday," 2,17,17,435 ",8,8,Partial,12862,8.800
257709,Policy not," 6,97,398 ",18474,24-06-2021,04-05-2023,97,58,Sunday," 7,00,82,768 ",14,5,No,10248,8.220
257710,Often many different,715270.00,49090,02-02-2024,Still Airing,56,53,Sunday," 10,49,74,043 ",14,6,Yes,10449,8.160
257751,Page sign," 7,98,062 ",22808,28-10-2017,21-09-2019,99,55,Sunday," 8,60,86,990 ",14,7,No,9020,8.010
257843,Service stage factor," 9,44,932 ",31247,07-09-2019,01-02-2020,21,51,Saturday," 12,70,96,328 ",29,7,Yes,14152,7.790
257855,Land Mrs senior," 7,10,932 ",31661,20-03-2024,Still Airing,49,45,Saturday," 13,58,25,823 ",28,6,Partial,13865,7.720
257887,Respond series," 9,03,900 ",42081,02-04-2022,31-12-2022,39,39,Sunday," 1,60,18,058 ",2,5,Partial,8861,9.190
257929,There big," 9,47,793 ",22089,13-04-2023,28-11-2024,85,52,Monday," 14,66,15,339 ",23,4,Partial,7630,9.450
258019,Clear go charge," 8,64,486 ",27043,25-10-2023,Still Airing,70,44,Sunday," 3,60,98,911 ",2,7,Partial,6206,9.390
258066,Social those ball," 6,77,291 ",20008,03-05-2024,Still Airing,43,48,Thursday," 8,63,44,976 ",13,5,Partial,13627,9.870
258089,Mind situation perform," 6,56,073 ",16572,29-06-2019,Still Airing,296,40,Friday," 5,87,99,945 ",6,6,No,7790,8.760
258112,Across meet," 7,98,170 ",33494,05-01-2137,16-11-2020,66,152.1544068,Monday," 10,44,93,289 ",11,8,Yes,8537,9.023
258184,Personal beautiful our," 8,03,242 ",14283,08-05-2021,28-05-2022,55,33,Monday," 9,73,62,868 ",12,4,Yes,11780,9.440
258199,Black style," 8,01,650 ",19410,04-05-2019,14-09-2019,19,32,Tuesday," 8,36,32,396 ",15,5,Yes,12361,9.480
258378,Great see," 9,55,056 ",23447,17-05-2016,14-02-2017,39,46,Thursday," 3,29,32,753 ",5,7,Partial,5998,7.490
258465,Drop law physical all," 9,23,477 ",42175,29-04-2019,18-01-2021,90,57,Monday," 13,52,02,468 ",25,6,Partial,10659,8.960
258481,Large low," 7,88,405 ",35248,12-06-2016,27-11-2016,24,49,Saturday," 14,33,35,797 ",28,8,No,13185,9.210
258565,Through little partner," 6,44,133 ",48491,16-09-2020,29-12-2021,67,38,Thursday," 11,97,33,234 ",29,6,Yes,11065,8.850
258590,Kid foreign," 8,45,518 ",49495,27-09-2022,09-04-2024,80,46,Monday," 9,62,98,188 ",17,6,Yes,11982,9.630
258591,State meeting,8.60E+05,33894,13-04-2018,09-08-2019,69,46,Thursday," 13,25,67,421 ",25,7,No,6979,7.070
258712,Dream behavior soldier," 8,64,137 ",8051,02-06-2019,16-02-2020,37,50,Sunday," 11,27,59,712 ",28,4,Yes,10811,8.670
258724,Pull concern," 7,05,745 ",28037,15-08-2019,11-06-2020,43,33,Thursday," 5,43,90,443 ",2,8,Yes,13541,8.030
258779,Cultural pay,700311.00,21501,29-10-2024,26-11-2024,4,40,Tuesday," 9,50,97,767 ",19,7,Partial,9841,8.670
258793,Themselves away one," 7,79,445 ",2218,17-09-2019,12-01-2021,69,38,Tuesday," 8,29,00,981 ",15,6,Yes,8298,9.020
258888,Tv determine find," 6,44,894 ",11013,30-12-2015,Still Airing,478,51,Thursday," 9,87,17,707 ",16,6,Yes,9520,9.640
258910,Save what garden," 6,77,858 ",27734,30-11-2024,07-12-2024,1,35,Thursday," 3,38,02,374 ",6,7,Partial,11021,9.140
258915,Evidence region expect," 8,47,735 ",34471,13-11-2022,15-01-2023,9,41,Wednesday," 2,50,03,911 ",8,8,Yes,7525,9.030
258968,Own body executive,716864.00,22180,16-11-2016,Still Airing,432,37,Friday," 55,41,402 ",1,6,Partial,9558,9.310
258998,Difficult million accept," 9,19,241 ",43615,13-07-2020,06-12-2021,73,54,Sunday," 12,35,34,839 ",28,8,Yes,6554,9.710
259039,Find scientist," 9,84,923 ",34596,20-11-2023,24-06-2024,31,46,Tuesday," 13,41,70,782 ",30,7,Partial,11304,8.730
259059,Bad dog," 8,13,192 ",9873,13-02-2023,09-10-2023,34,30,Saturday," 9,12,66,470 ",13,7,Yes,13429,8.580
259066,Term need," 7,44,155 ",8591,04-05-2019,Still Airing,304,52,Wednesday," 6,62,10,221 ",7,6,Yes,8242,9.980
259100,Down now they," 8,24,602 ",10973,13-11-2018,Still Airing,328,41,Saturday," 14,61,39,012 ",30,7,Yes,10418,9.350
259141,Movement sister,8.40E+05,31860,21-07-2017,27-10-2017,14,36,Saturday," 9,44,17,885 ",16,5,No,14037,8.730
259163,Prepare read within," 6,97,402 ",29850,28-12-2017,19-09-2019,90,48,Sunday," 9,24,04,039 ",25,7,No,4945,9.650
259165,Message law community," 7,75,418 ",34388,23-12-2016,Still Airing,427,30,Thursday," 45,49,214 ",5,5,Yes,14597,9.780
259167,Modern sing laugh," 6,17,693 ",24287,27-09-2016,Still Airing,439,47,Sunday," 1,16,56,391 ",7,7,Yes,6805,9.390
259267,Hand pretty that," 6,09,645 ",40711,18-12-2017,12-11-2018,47,37,Sunday," 14,77,30,029 ",25,6,No,7746,9.810
259288,Tend direction," 7,53,727 ",8801,29-06-2022,22-05-2024,99,37,Monday," 7,61,09,898 ",14,7,Partial,14170,9.810
259336,Ever than ago," 6,28,233 ",47984,28-02-2022,Still Airing,156,50,Friday," 11,07,29,977 ",29,8,Yes,6579,9.600
259457,Republican close until," 9,53,371 ",49221,18-07-2023,06-02-2024,29,42,Tuesday," 8,03,63,367 ",18,5,No,13026,9.500
259459,Baby tree person," 9,74,476 ",1345,02-07-2020,08-04-2021,40,31,Thursday," 14,08,01,359 ",22,6,Partial,7909,8.280
259492,Push actually decide," 6,55,164 ",47757,07-02-2016,21-05-2017,67,38,Saturday," 8,85,43,437 ",19,4,No,10451,8.760
259499,Security data," 7,22,187 ",35878,12-05-2017,Still Airing,407,56,Thursday," 9,47,13,709 ",17,7,Yes,11807,6.990
259511,Also ball," 7,93,620 ",21071,25-03-1992,24-01-2020,11,53.49254514,Wednesday," 1,27,03,414 ",9,7,Yes,12802,4.850
259533,Science style coach,959349.00,48943,03-04-2024,Still Airing,47,57,Wednesday," 9,06,35,604 ",14,5,Partial,5478,9.400
259627,Miss production style goal," 9,14,236 ",24004,21-04-2017,09-02-2018,42,52,Friday," 4,26,42,771 ",3,8,No,8318,9.950
259654,Base reason," 6,59,985 ",12133,11-09-2023,06-05-2024,34,60,Sunday," 5,99,49,728 ",3,7,Yes,9170,9.370
259678,His owner should," 8,72,594 ",40929,13-03-2024,Still Airing,50,37,Thursday," 12,96,58,273 ",24,5,Partial,9725,9.910
259699,Level process our," 9,60,502 ",3640,07-02-2024,Still Airing,55,38,Wednesday," 13,24,53,834 ",19,6,No,4757,9.030
259771,Though special quickly," 6,52,672 ",44609,26-02-2017,25-11-2018,91,57,Tuesday," 2,97,08,501 ",5,5,No,11376,9.730
259786,I meet total,6.72E+05,20338,27-05-2017,03-03-2018,40,42,Thursday," 7,79,46,870 ",11,6,No,8407,8.260
259807,Available change," 5,97,511 ",28636,06-03-2009,22-06-2018,77,65.47320068,Sunday," 5,82,26,654 ",1,5,No,5812,4.510
259809,Big main," 8,51,715 ",10126,19-01-2019,29-08-2020,84,37,Friday," 3,15,36,573 ",6,8,Yes,8340,9.590
259950,Story where," 7,74,521 ",27597,09-06-2015,Still Airing,507,53,Friday," 8,30,77,349 ",15,8,Partial,14301,8.080
259954,Science hard week," 9,66,757 ",11334,26-06-2016,01-10-2017,66,55,Saturday," 14,52,07,291 ",23,6,No,12447,9.050
259964,Notice ground west," 9,76,791 ",33340,08-11-2016,16-01-2018,62,60,Saturday," 1,42,90,740 ",7,8,Yes,6336,9.690
260090,Police figure page tell," 7,31,478 ",48085,10-11-2022,Still Airing,120,51,Monday," 9,45,96,937 ",11,4,No,7483,9.240
260142,Create country for," 6,62,190 ",19187,29-04-2017,17-06-2017,7,44,Sunday," 9,88,52,185 ",14,8,No,10714,9.770
260178,Assume PM usually," 10,88,333 ",23877,12-03-2059,04-04-2022,5,80.94895563,Monday," 13,14,93,082 ",24,7,Yes,5004,2.260
260185,Visit though require," 7,63,937 ",39832,24-02-2110,Still Airing,422,42.10010988,Tuesday," 12,73,92,375 ",29,8,Yes,13486,2.710
260229,Call sort," 7,94,136 ",29909,11-05-2015,25-04-2016,50,53,Tuesday," 2,34,57,487 ",3,7,No,7239,7.820
260235,Voice eye team minute," 9,97,234 ",48575,04-06-1949,24-11-2015,33,25.17819338,Monday," 5,49,77,679 ",3,8,Partial,13099,7.002
260265,Where consider chance," 10,48,811 ",23459,26-07-2133,Still Airing,100,113.0171962,Thursday," 14,38,46,103 ",21,7,Partial,10556,8.755
260268,Black foot,765162.00,3140,17-11-2021,01-12-2021,2,60,Tuesday," 8,55,23,605 ",12,8,Yes,14403,9.080
260373,City example," 7,52,209 ",32480,19-01-2017,07-06-2018,72,50,Tuesday," 7,36,65,061 ",12,5,Partial,5380,9.460
260399,Us know," 9,97,463 ",17616,10-01-2022,19-09-2022,36,55,Friday," 10,35,64,805 ",17,5,Partial,11680,9.530
260521,Than assume," 6,70,263 ",25290,08-06-2020,28-09-2020,16,57,Tuesday," 7,43,18,188 ",19,7,No,7876,7.140
260574,Then question meeting," 8,64,670 ",41202,10-07-2024,Still Airing,33,38,Saturday," 13,21,80,829 ",28,5,Partial,8475,9.660
260790,Crime expect," 7,88,041 ",4446,07-12-2015,27-06-2016,29,32,Saturday," 2,52,10,469 ",3,8,Partial,12744,9.740
260821,Situation situation film," 8,70,299 ",46270,21-10-2022,Still Airing,123,32,Thursday," 46,28,494 ",10,5,Partial,6938,9.280
260828,Part throw blood," 6,86,055 ",30584,20-12-2021,17-04-2023,69,59,Thursday," 2,56,43,912 ",5,7,Partial,10770,9.920
260837,Product price," 6,51,836 ",44732,08-09-2017,24-11-2017,11,47,Saturday," 1,78,72,084 ",8,7,Yes,11065,8.870
260845,Money edge language," 8,38,002 ",42284,31-05-2016,28-11-2017,78,31,Friday," 3,00,18,621 ",26,8,No,6397,8.870
260860,Rest rise," 7,23,744 ",14240,02-02-2021,10-05-2022,66,51,Thursday," 7,62,17,077 ",13,8,Yes,6484,8.030
260863,Door significant every," 9,08,898 ",45573,02-10-2024,Still Airing,21,55,Friday," 13,50,77,604 ",26,8,No,11469,8.110
260874,Down five indicate," 9,97,571 ",33188,25-06-2017,31-03-2019,92,31,Thursday," 5,69,20,305 ",22,7,Partial,12152,9.460
260877,Because bit,764868.00,8207,03-04-2017,Still Airing,412,41,Friday," 9,03,14,115 ",12,7,Yes,12355,7.250
260899,Meeting sport goal," 7,07,107 ",31964,22-07-2023,18-05-2024,43,41,Friday," 10,78,80,786 ",14,5,Partial,13768,8.840
260903,Positive stuff wind plant," 7,90,661 ",24467,04-11-2018,06-10-2019,48,33,Saturday," 9,69,86,622 ",16,8,Partial,12293,9.160
260904,Add child,8.20E+05,18676,14-01-2038,Still Airing,200,64.91987874,Tuesday," 12,07,20,003 ",29,4,Yes,14433,2.840
260905,Buy majority,7.90E+05,24397,30-10-2024,Still Airing,17,56,Saturday," 6,51,76,528 ",1,6,No,10572,9.890
260943,Draw box race," 6,95,513 ",25488,06-03-2023,16-12-2024,93,44,Tuesday," 12,08,78,543 ",28,7,Yes,12963,9.380
260985,Term school responsibility," 7,03,610 ",8188,10-12-2019,10-08-2021,87,39,Sunday," 2,66,33,723 ",3,8,Partial,6298,9.640
261157,Mother people air," 8,93,236 ",24869,24-05-2015,Still Airing,510,49,Wednesday," 7,76,17,961 ",16,5,No,5662,9.580
261339,My talk deal," 6,94,111 ",26759,15-11-2022,26-03-2024,71,51,Saturday," 7,39,92,846 ",19,7,Partial,12920,7.570
261355,Voice season," 9,87,532 ",38743,09-05-1973,Still Airing,250,43.77439548,Friday," 12,62,00,854 ",22,7,Partial,8890,6.828
261413,Individual try," 8,50,645 ",23512,26-02-2016,Still Airing,470,51,Friday," 9,75,58,867 ",14,5,Partial,5637,8.400
261426,Popular agreement," 7,45,155 ",21169,14-09-2016,Still Airing,441,60,Wednesday," 1,65,57,244 ",1,8,Yes,9945,9.940
261511,Moment charge," 6,07,888 ",30790,03-03-2019,01-12-2019,39,50,Monday," 8,14,16,022 ",24,5,Yes,9750,9.680
261513,Avoid civil," 9,75,867 ",4413,21-04-2047,10-01-2016,33,73.75749356,Friday," 10,68,72,266 ",12,7,Partial,5065,7.399
261621,Image unit," 8,91,265 ",9342,06-09-2020,03-10-2021,56,31,Sunday," 11,15,45,751 ",26,8,Partial,8428,9.100
261704,Support himself hour," 7,15,230 ",567,28-09-2018,19-06-2020,90,42,Wednesday," 8,48,20,881 ",12,5,Partial,9468,8.950
261722,On manage material," 9,08,608 ",19516,14-09-2019,15-02-2020,22,48,Monday," 13,99,19,233 ",28,7,Yes,6498,8.190
261755,High choice civil," 7,13,500 ",12053,16-11-2018,21-08-2020,92,46,Thursday," 2,93,49,638 ",8,6,Partial,7480,10.000
261863,Ability court think," 7,34,166 ",12713,20-06-1998,Still Airing,268,24.8618347,Saturday," 14,16,75,771 ",7,7,Yes,7001,7.570
261864,Carry pass executive," 8,04,944 ",33681,20-11-2015,26-05-2017,79,34,Monday," 8,99,76,623 ",15,8,Yes,9275,8.000
261911,Offer apply," 7,65,856 ",31356,13-11-2016,16-09-2018,96,47,Sunday," 6,78,44,418 ",1,8,Yes,11362,9.450
262003,Beautiful tree already resource," 9,13,987 ",42297,22-09-2019,01-08-2021,97,57,Sunday," 1,43,90,483 ",4,8,Yes,9096,8.760
262031,Early card finish," 6,92,423 ",39671,16-06-2019,21-02-2021,88,54,Thursday," 7,04,96,799 ",13,8,Yes,6084,9.190
262084,Girl sound," 7,67,785 ",29697,04-03-2018,18-08-2019,76,42,Monday," 6,12,34,694 ",5,7,No,8761,8.970
262131,Republican interest stuff," 7,57,091 ",45440,23-04-2017,07-10-2018,76,38,Thursday," 12,07,06,075 ",28,5,Yes,6894,7.840
262196,Score test treat," 9,83,041 ",42369,13-10-2018,11-05-2019,30,60,Saturday," 8,64,38,475 ",11,8,No,7594,8.700
262283,Door indicate value eye," 8,37,545 ",22868,22-01-2021,26-08-2022,83,48,Monday," 3,48,66,872 ",8,5,Partial,10501,9.470
262446,Series air apply," 9,59,095 ",19988,29-12-2023,27-12-2024,52,35,Monday," 97,80,002 ",3,6,No,6367,9.240
262485,Town indicate seek," 8,52,797 ",33500,08-12-2022,Still Airing,116,52,Tuesday," 12,52,56,854 ",1,6,Yes,5534,9.140
262497,Drive mind per," 7,93,662 ",21896,18-09-2015,23-06-2017,92,31,Saturday," 9,50,20,547 ",18,8,Partial,10557,8.530
262558,Into industry town," 9,65,038 ",6768,18-02-2021,Still Airing,210,41,Wednesday," 8,96,32,598 ",15,6,No,11250,9.260
262590,Close focus evidence," 7,69,591 ",24390,06-04-2021,05-04-2022,52,30,Thursday," 3,69,59,080 ",1,7,No,6005,8.550
262622,Remain value read," 9,32,335 ",27753,21-11-2020,Still Airing,223,55,Sunday," 2,63,77,482 ",3,8,No,14721,9.600
262669,Strong box add ground," 8,41,306 ",21515,20-08-2020,02-12-2021,67,57,Wednesday," 7,29,40,939 ",28,4,No,6410,9.690
262885,Box say," 7,68,188 ",47882,21-10-2021,30-06-2022,36,43,Monday," 2,59,92,320 ",8,8,Yes,5876,9.000
262906,Defense style,823914.00,35393,23-07-2021,05-11-2021,15,46,Friday," 11,06,77,618 ",16,6,Partial,10429,9.150
262929,Vote win significant thing,684606.20,22964,05-02-2084,29-12-2024,63,95.22054288,Saturday," 13,17,68,400 ",27,5,Yes,12715,4.740
263000,Interesting drop," 9,13,506 ",35077,13-04-2017,20-09-2018,75,54,Tuesday," 4,37,32,416 ",7,6,Partial,9635,9.120
263033,Animal happy within," 8,77,881 ",27783,10-10-1973,22-07-2021,36,31.50377439,Thursday," 2,90,12,119 ",5,5,Yes,10811,6.610
263066,Half weight experience," 8,33,710 ",31003,27-05-2019,14-09-2020,68,56,Thursday," 13,33,41,483 ",22,5,Yes,5208,8.040
263235,To particularly," 8,25,543 ",49977,27-08-2017,Still Airing,392,36,Wednesday," 3,99,19,399 ",1,8,Partial,10018,8.420
263248,Go case," 7,42,502 ",40793,15-07-2021,25-11-2021,19,52,Tuesday," 8,35,67,289 ",19,5,Partial,9904,7.910
263265,Herself car single part," 8,95,793 ",42912,15-10-2017,04-08-2019,94,44,Monday," 9,93,90,499 ",14,5,No,9584,9.860
263297,Win mean," 10,18,276 ",30192,14-10-1974,14-04-2020,45,60.55135593,Thursday," 6,85,86,361 ",2,6,Yes,10906,2.609
263318,Or let right," 7,81,817 ",19704,05-01-2021,Still Airing,216,37,Sunday," 9,12,82,779 ",11,7,No,9903,9.750
263348,Treat research," 8,50,626 ",707,21-10-2017,27-07-2019,92,40,Sunday," 12,36,83,360 ",26,6,No,7734,9.160
263476,Oil news," 9,99,247 ",36724,18-10-2024,Still Airing,19,35,Saturday," 10,49,32,686 ",16,7,Yes,8537,9.420
263543,Development thing," 9,87,330 ",42028,21-03-2024,Still Airing,49,51,Thursday," 12,38,79,832 ",17,7,Yes,7805,9.880
263559,Remain whole stand," 9,17,470 ",571,05-05-2021,10-11-2021,27,33,Monday," 11,82,35,808 ",21,5,Partial,5141,9.620
263639,Real thought," 7,05,575 ",35208,24-12-2024,Still Airing,9,41,Monday," 9,69,92,465 ",16,8,Yes,8609,9.600
263686,Be property," 6,54,706 ",43230,08-12-2017,13-07-2018,31,30,Friday," 14,02,62,506 ",29,4,No,5373,8.640
263708,Two item everything," 9,91,777 ",17740,28-12-2022,Still Airing,113,59,Monday," 8,02,50,500 ",20,5,Yes,11522,8.740
263719,Mr home," 6,38,838 ",45419,12-09-2022,24-04-2023,32,45,Tuesday," 12,84,05,740 ",9,6,Yes,11242,9.050
263862,Series anything pattern," 7,69,119 ",25858,30-09-2015,19-04-2017,81,40,Saturday," 10,70,23,167 ",20,6,No,13105,9.630
263954,Wife property," 7,30,225 ",16150,11-06-1958,21-05-2020,96,109.4907582,Saturday," 14,26,70,058 ",24,5,Yes,8511,2.130
264028,Name best network,872074.00,27244,08-12-2019,03-10-2021,95,36,Tuesday," 12,39,15,985 ",21,7,Yes,11773,7.780
264102,Conference run," 6,54,178 ",36984,15-04-2024,Still Airing,45,48,Friday," 9,65,01,740 ",16,8,No,9794,9.980
264216,Day rich," 7,50,866 ",42832,14-07-2022,23-05-2024,97,57,Monday," 10,04,25,958 ",20,7,No,11269,9.920
264220,Everyone letter,914787,42532,19-08-2020,15-12-2021,69,51,Monday," 2,09,29,591 ",9,8,No,9870,8.520
264229,Tax different under," 6,13,043 ",7235,19-01-2016,Still Airing,475,42,Sunday," 6,51,84,764 ",2,8,Yes,7852,9.750
264256,For lawyer," 9,02,049 ",46,17-11-2016,22-03-2018,70,60,Wednesday," 8,18,33,281 ",18,8,Yes,13581,8.190
264272,Him firm," 9,52,384 ",20816,18-07-2016,26-12-2016,23,58,Sunday," 3,16,94,021 ",10,7,Partial,7401,9.350
264279,Economic brother their,901078.00,23584,16-03-2016,Still Airing,467,56,Tuesday," 3,36,80,103 ",10,6,Partial,6277,9.140
264292,Crime real my,8.72E+05,8810,22-02-2016,09-10-2017,85,58,Tuesday," 14,70,11,204 ",29,7,No,5310,9.940
264305,Serve a life," 6,50,780 ",22740,26-09-2015,05-03-2016,23,35,Saturday," 9,96,76,118 ",8,7,Partial,7668,8.390
264323,Dark wind themselves," 6,54,085 ",10882,08-10-2020,Still Airing,229,37,Friday," 8,36,26,972 ",15,6,Partial,12858,8.140
264360,Others billion sound," 8,20,072 ",17988,29-05-2024,Still Airing,39,37,Tuesday," 1,59,42,026 ",3,8,Partial,8780,10.000
264407,Side people," 9,79,986 ",37068,17-08-2019,25-01-2020,23,30,Saturday," 9,61,31,113 ",13,5,Partial,8758,9.960
264411,Price build religious Mrs," 8,16,528 ",29146,21-07-2024,Still Airing,32,48,Monday," 14,32,20,601 ",24,8,Yes,11493,9.040
264421,Carry site finally," 7,53,311 ",30452,21-04-2023,23-06-2023,9,50,Sunday," 11,95,97,470 ",22,6,Partial,10435,9.490
264491,Degree visit no," 8,73,279 ",32982,24-04-2024,Still Airing,44,49,Monday," 9,88,15,576 ",11,8,No,5622,9.080
264524,Break shake dog," 7,74,287 ",15394,19-02-2017,23-12-2018,96,31,Saturday," 10,85,02,743 ",13,7,No,10777,9.360
264574,Hand heart only how," 7,63,175 ",34379,20-08-2020,19-11-2020,13,41,Sunday," 14,90,85,592 ",25,6,Partial,9581,10.000
264602,Energy save education response," 8,68,108 ",19400,13-10-2015,Still Airing,489,57,Friday," 6,69,47,218 ",17,6,Yes,9270,9.020
264616,Him another occur a," 6,97,454 ",46863,24-04-2024,Still Airing,44,53,Wednesday," 8,49,32,782 ",5,6,Partial,5556,8.170
264639,Happen stock role," 8,79,219 ",49058,03-04-2016,Still Airing,465,37,Sunday," 12,76,40,772 ",28,7,Yes,14651,9.610
264652,Reach central expert," 7,25,249 ",40028,13-12-2022,12-03-2024,65,48,Monday," 14,67,44,229 ",21,5,Yes,5199,8.560
264677,Explain list church," 8,63,087 ",37291,10-09-2021,14-07-2023,96,46,Thursday," 14,53,52,415 ",24,5,No,5554,9.270
264813,Increase item about," 9,80,243 ",22768,13-05-2017,23-03-2019,97,53,Thursday," 6,15,96,545 ",14,6,Partial,11061,9.660
264908,Feeling get type," 9,98,698 ",35386,09-09-2020,04-11-2020,8,39,Saturday," 13,80,29,532 ",22,5,No,13714,8.550
264980,Article these," 10,57,633 ",13671,09-02-2001,Still Airing,324,45.13985429,Tuesday," 14,28,53,256 ",22,5,Yes,10894,3.100
264993,Movement beautiful," 7,78,026 ",13251,18-05-2016,15-06-2016,4,40,Sunday," 14,70,97,260 ",12,8,Partial,5694,7.920
265115,Bar reveal," 7,40,310 ",46936,17-09-2020,08-07-2021,42,55,Thursday," 1,14,58,051 ",9,7,Yes,14079,8.460
265133,Either side machine," 7,53,397 ",30741,13-07-2023,Still Airing,85,33,Wednesday," 8,67,34,166 ",16,5,Yes,6814,9.300
265149,Fish measure test," 6,18,933 ",35480,17-08-2020,Still Airing,236,35,Thursday," 9,80,91,012 ",14,6,Partial,6073,9.380
265162,Itself why pretty," 9,00,068 ",5770,13-12-2024,Still Airing,11,53,Friday," 7,58,98,728 ",18,8,No,13898,9.340
265199,Believe herself," 6,33,299 ",48800,03-04-2022,31-12-2023,91,32,Saturday," 8,78,16,494 ",11,5,Partial,9509,8.220
265234,Appear radio happen,578631.06,46983,16-09-1936,17-05-2024,71,58.70492169,Saturday," 10,72,15,208 ",16,4,Partial,4861,8.043
265240,While old financial," 7,84,711 ",20598,05-01-2128,28-11-2020,44,39.37585632,Tuesday," 7,75,39,487 ",19,8,Partial,8756,2.170
265267,Apply describe," 6,53,317 ",21522,02-05-2002,19-03-2017,34,66.05151351,Tuesday," 7,07,41,928 ",16,4,Yes,7704,4.240
265279,Company perform idea song," 7,11,350 ",17916,16-12-2018,18-08-2019,35,43,Monday," 11,56,30,420 ",26,6,Yes,6791,9.750
265321,Play simply couple three,619575.00,5886,09-01-2025,Still Airing,7,37,Tuesday," 14,21,42,512 ",26,7,Yes,13391,8.930
265349,Break political within,824376.00,40876,31-08-2018,Still Airing,339,42,Tuesday," 9,68,61,075 ",2,7,No,10964,9.450
265355,By candidate," 6,10,048 ",13753,10-12-2020,05-05-2022,73,32,Monday," 10,19,56,282 ",18,7,Yes,11526,7.940
265440,Father energy church,757828,38188,18-07-2015,Still Airing,502,36,Thursday," 7,04,46,586 ",11,6,No,6570,8.980
265456,Power subject fund," 7,12,325 ",24354,26-12-2019,29-07-2021,83,58,Thursday," 7,28,51,207 ",16,6,Yes,13582,9.340
265499,Control like behavior," 8,11,093 ",8607,13-03-2019,22-01-2020,45,54,Tuesday," 13,24,47,870 ",26,6,Partial,11601,9.960
265502,Buy her," 8,31,083 ",19009,10-02-2018,Still Airing,368,31,Thursday," 14,69,27,386 ",26,6,Yes,14033,9.360
265507,Indicate successful religious," 9,06,633 ",26664,19-02-2021,25-06-2021,18,41,Friday," 12,84,39,234 ",30,8,Yes,9998,9.700
265520,Investment attention within," 7,50,777 ",45422,28-05-2023,01-10-2023,18,34,Tuesday," 8,70,17,688 ",17,7,Yes,11400,8.950
265523,Station piece understand," 6,85,862 ",49552,19-12-2021,11-12-2022,51,52,Sunday," 8,58,13,552 ",12,8,No,6940,8.090
265545,Along dog fly," 6,63,580 ",35504,05-09-1985,25-03-2022,47,339.4322838,Saturday," 14,88,94,860 ",21,5,Partial,7965,3.998
265564,Seek both film," 6,50,620 ",15465,15-01-2022,19-02-2022,5,50,Saturday," 5,02,59,253 ",5,5,Partial,7267,9.770
265614,Be ask,827381,32811,05-03-2020,12-11-2020,36,46,Saturday," 7,67,34,735 ",19,5,Yes,13536,8.910
265669,Wind along," 5,90,498 ",44957,05-04-2055,Still Airing,386,51.48815237,Thursday," 9,56,42,568 ",12,5,Yes,12020,5.130
265777,Your enough question,753507.76,21417,10-01-1970,Still Airing,495,29.79460696,Monday," 12,35,84,759 ",22,5,No,12493,7.089
265798,Amount mind," 7,79,989 ",39201,17-10-1949,12-04-2019,75,62.15357357,Tuesday," 6,89,01,710 ",8,6,Partial,7805,5.428
265827,Money even," 7,72,384 ",28335,04-10-2015,22-05-2016,33,30,Thursday," 7,07,31,414 ",11,5,Yes,11285,9.250
265833,Exactly food," 8,85,664 ",43185,29-10-2023,Still Airing,70,48,Monday," 5,64,66,346 ",28,4,Partial,8260,8.750
265860,Year brother part," 5,44,205 ",628,20-10-2014,18-05-2021,45,35.71878069,Sunday," 7,47,56,565 ",17,7,No,8556,1.970
265912,She player mouth bill," 6,26,736 ",4177,26-10-2015,11-01-2016,11,31,Thursday," 1,52,41,818 ",8,8,Yes,14214,8.400
266002,Next into simply," 8,93,774 ",39825,23-01-2019,Still Airing,318,48,Friday," 5,43,91,771 ",3,7,Partial,12155,9.960
266004,Particular challenge live," 7,00,144 ",18618,14-04-2023,Still Airing,98,39,Monday," 8,51,24,337 ",16,6,Yes,9890,9.460
266017,Race direction," 9,33,816 ",35390,23-10-2018,Still Airing,331,40,Thursday," 11,75,58,129 ",26,8,No,13538,9.490
266071,Inside book win," 6,48,304 ",48276,12-03-2018,09-09-2019,78,35,Wednesday," 10,12,24,067 ",24,7,Yes,11396,9.750
